user_id,rec
637,"[ 1106523  5568378  1103105  5569327  1100972  1035676  1043494   989069
  1068719   926905  1037840  1021116   944139   865456  1081177   963971
   834117   844179  6034857   999270   899624  1127831  1013928   871756
   910032   999779  1068292  1018007  1044078  1004906 12810393  1042907
  1016800   850102  1012587   998119  1074754  1131438  1137346   846417
  6534480   861279  1038663  1097001  1053754  1135222   965267  1029743
   983584  5591170   913210   957063   893018   829001  7442008  1051323
  1133254  5568729   916122   999198   859154   865528   952163   957951
   907631   823704  1046545   937292  1067695   933835   866211   965842
  8090521  1027168   902172  1072968   857006  1123842  1059902  8090440
  1056509  7139529   892531   838186  1046587   999714   917033   952972
  1022428   856827  1042544  1115175   949965  1020581   969568  5585510
   829291 12648296  5568489 12301839]"
638,"[ 1029743   919534  1044078  1004906   866211   883003   857006  1041796
   844179   854852   971922  1102067   990797   854405  1006184   999858
  7139529  1072968  1105488   998119   825343   878996  9245106  1068719
   885290   913210   916122   940947  1132771   986912  1081177   907631
   944534   965766   909714   892531  1127831   883932  1070702   936355
   830503  1062002   848029  5582712  9835509  5568729   908318  1100972
   926905   998444   828106  1042438  6514160   827656   874972   968072
   846417  8273833   999198  6034857   845307  1115175   957951  1138443
  1024306  1087102  9242918   921504 12301405   930118  8020001   860299
  1055503   965267  1020581  1023720  1070820   872137  1022254   902172
  1000753  1074754 12811532 12810393   880150   906923   823704   866871
  1082212  1016800   901062 12262978   999714   857503   861279   885863
  1071342  7168026   838186   834117]"
640,"[ 1106523  1082185  1021324   899624  1105917   976199  1070702  1034176
  5569471  1074333  5585510   849202   893018  1029743   983584  5569230
  1075368  1102416  1026118  1037840   854852 12262778  1122358   910473
   908318 12384775   948650  1000753   848029   897954   831628  1044078
  1081177   880150   913210   902094  1133254   916122 12810393   863447
   835098  9677236  1098284  1038985  1008547  1027168   999858   871611
  1065538 12262978   838186   946839  1050851   896613   839656   968072
  1016800   934639  1042544   878996   852856  1110218   904997   904129
   930118   847573  9833277  1124432  5981072 12263692 13506200   823990
   902172 12301405   906844   860248  1028995  1044759   828106  1070272
   874972  1135258   861279 12349795  5569845 12811532   885863   944137
  1119761 12810391   985999   998444   970747 12262830   965267  8020001
  1020581   996070  6442594   941361]"
641,"[ 1068719  1098248  1070820  1006184  1126899  1040807  6034857   882247
   971922   897954   904129   983584   878996   854852  1062002   857503
  1055504   916122   866871   999858   910473   916993   909268   831628
   908318  9245106   893018  1029743   844179   933835   986912  1122358
  1132771  1044078  1004906   866211  9677236   849202 12810393   880150
  1137775   901062  1127831  1043751  1042438  1024306 12301405  1105488
 13189726  1012587   960732   883003   845307  1018740  1028995   819978
   885863   839419   887474 13506200   852856   948670  1022097   985999
  1127179   866755   901666  6442594  1023720  5592888  8020001   935317
  1087102  1020581   835098   952163  1101010   899624   909714  1101706
  1074333   906923   896085   998444  1138443   912704  1070272  9835509
 12301109  1128240  1044759   880427  1089954   892314  6533936   828106
 12301100  1070845   921504 12811532]"
643,"[ 1029743  1056509  6534035  1068719   901062  1105488  1122358   871756
  5569230  1051323  5569471   944534   854405 12810422 12810393   925862
  1127831   993638   960732  8090545  5569845   882247  1042942   904129
  1023720  9553288  1106523  1126899  1070820  1022254   983584  1051516
  1121393   986912   824180  1100972  1075214  1018740  1121384   893018
  8293447  1094308  1102067   885290   828106  1131438   871061  9245106
  1051211   887474  8090509   866355  1020581  1008547   862799   863447
  1006878   848029   861279   999779   965267  5587656   835278  1006184
  6602697  8177622  5569374  1055504  1105301   948650  1038663   847573
  1131488   933637   940947  1082212  1128016   999714   896085   970747
  9553397  8090532   880150  8090537   832678  1127179  1099089  6463775
 12301405   866211  6534077  8273833  1042438   916122   990797   996070
   878996   839419  1012587   857503]"
644,"[  899624   834117  1027168   948670   848319   979707   896862   999270
   933835   854852  1132771   971922   916122  1004906  5569471  1075214
   976199  1087102  8065410 13189726   852856   933067  1101706   989069
   835973   896613  1105488   951412   885863  1018740  1070272   878996
  1081177  1123842  6464086   999858   897954   871611  1130375   912704
   985999   996028   995896  1042907   834826  1022097   865528   961979
  1028995   935317  5592888  1070820  1126899  1105917  5568378  1048507
   986912  1104343  1101010  6442594   937292   844179   866878  1000753
   916993  1070845  5981072   828106   874972  7139529  9835903   944137
   913210   866755   883003   823704   993638  1137775  8090532   901062
   930666  1135258   845307  1043751  9677236   991223   948650   909268
  1127831   960732   848029  8090537  6533608   906838  1046756   863447
   831628   835098   921504   857503]"
647,"[ 1029743   899624  1040807  8090509  8090521  7442008 12301405   933835
   999714  1087102   907631  5568378  6034857  1044078   844179  1101010
  8090537  1004906  8090536  1043751   866211   913210   857503  1006184
   819978   863447   823721   839419   983584   850102  1100972  1137775
   883003  1041796   854405   871756  1027168  8090532  1127831   838186
   834117   868548  1042438   852856  8090513  1038663   845307  1018740
  1131438   917816   910032   921504  5591170   823990   916122  1074754
   912704   999779   940947   999270  1128240  1105488  1022097  8090440
  6534030   847573  1022428   952163   906923   954966  1106523  1002771
   990797 12810422   961979  5592888   846417   829001  1123022   839243
  8177622  1051323  1046545 12263692  1012587  1132771  5569471  5569327
   865456 12810393   828106   935317   824180  5585510   971922  5981072
  1112238   885863   827656  1028995]"
648,"[ 1026118  1131438   839419  5578547  1082185   899624   854852   903800
  1081177   916993   857503  1055425  1004906  1046756  6034857   951412
  1024306   998444   852856  1057102  9677236   904997  7024990  1029743
  1126899  1070820  6548453  1022254   848319  9242918  1075368  1098844
   839243   824758   912704   999714   854754   995478  5585701  9835509
  1127179   965842   887102   990797  1105917  1018740  5569471  1101706
   902094  1119761  1135476   845307   871061   825749   824180  6602729
 12263692  5585510  1046545  1080853  1043751  1021324   868683  1072523
   952163  1048257   893018   835098   901666   938300   906844 12810393
  1104343   963971   892314   831628  1028891 12946027   930118 12811532
   891961   904129   861279  1008547   941361  1099089  1119405   880427
   854405  1127831  1070272  1055504   991223  1022097   944836   976199
   948670   882247  5592888   944137]"
650,"[  986912  1126899  1029743  1070820  1106523   926905   999198  1130375
  1101706   910673  1127758   925862   871756   887102  1131438   832678
   866211   957951   839656  5569230  1127831  1016800   930118   857503
   844179  1044078   916122   885290  1019643   910032   961979 10149640
   951412   916993  1082212  9707240  7441210  1038985  1062128  6533936
   948670   823704  1115175  6034857   956486  1070272   971922   823990
   944534   944486  1131344   946839  8090541   916990  1110218 12731714
   883932  9835509   847573  1085983  1098284  6463775  1130858  1048257
  1105301  7168026  1115576   917033  1132771   874972  5569374   836445
   909268  1050851   995478  1101010   852856   849202   917816   972143
   824180  1080853  1072523  6602697   894439   891961  1119761  1134810
   957063  6534077   947201  1055425   906844   944836  1034176   982469
  1127716  1131488   997796  6533608]"
652,"[ 1051211  1082185   832678  1067695  1081177  1068719   854852  1075368
  1102416  5585510  8090537   862799  5568197   963835  1043751  1070272
   908318  5569845   997796   856827  1135222  1106523  1029743  1037840
  8090521   825365  6391381  1065538   852856   865026   904997   859191
 12301109  6602697  8293447   916990  1083446   944486  5568489   931255
  8020001  5582712   912704  8273833 13189726   825994   824180  1074333
  1132771  1085983   916993   910473  1022428 12262830   871756  1133254
  1055503   849202  1131438   892531   940947  1042544  1006184  1041796
   834826  1105301  5568378  1034176   999714  1101010   998444   965766
  1102067   835098 12301100  1002850   944137   947201   883932   885290
   960732  9553397   885863  1075214  1131488   850102  1022097  8090539
  5569230  1046587   989069  6514160   893018  1042438  5591170  1071342
   948670   949965  9707240  9677236]"
653,"[ 1126899  1037840  5569230  1056509  1004906  1132771   999270  1137775
   933835  1087102 12810393   866211  1123842   849202   854852   948670
   908318   963971   904129  1127831 12301100  1081177  8065410  5569471
   899624   857503  1029743  5568378   844179   986912  5569327   940947
   937292   909714   916122 12301109  1034176   863447  1044078   896862
  8090532   865528 12301405   852856   999714   957951   991223  5591170
  1018740   823704  5591083   910032  1043751   981086   985999  9245106
 12301839  1027168  6034857   865456  1042907   893018   839419   995896
  1127179   952163  1046545   906923  1020581   965267  1070820   983584
   865174  1023720  6464086  1131438  1101010  1012587   971922  6442594
   861279  5569845   935317   930666   885863   854405   999858   845307
  1128016   897954  9836106  1018007   926905  6534077   993638  8090521
   882247  1074754   825365   989069]"
654,"[ 1138443  1040807  1027168  1056509   944137  5591170  1034176   834117
  1004906   866211 12301100  1065538  1108094   883932 12810393   844179
  1044078  8090521  1127831  8065410  1068719  6534077   933835   916122
  1013167  7139529   957951   865456   948086  1101706   972665   830503
  1124695   989069  1021116   908318  1123842   952972  5569845  5568489
   957736  6534480  8293447  8273833  9707240  1020581  1075368  5569471
   825365   832678  1022097   860248  1128016   859191  6514160   997796
  1013928   835098 12301405  6034857   944139   878715   880150  8090537
   865528 12301109  1042907  1006184   849202   999270   897954   985999
   933067  1050851   937292   999198  1021324   904129  1134810   953561
  5568378   996028 12384775   892314   910473  6463742   823704  1029894
   948670   885863  1070702  1137346   946995   986912  1012587   910032
   995965   949965   913210  5569230]"
655,"[  985999  1029743  1044078   995628  5569230   866211   871756   865456
   863447  1106523  5569845  1044759   872137  1068719  1022254   916122
   901062   986912   844179   880150   999858   878996  9245106 12301109
   993638   854405  1100972  1027168  1000753  5568197   856942  1076056
  1112238 12301073   965267  1020581  1055503 13506200   859427  6463742
  1130375   952972 12731436  1127758   998119   948650   960732   998206
  8090537   896613   825994 12262778 12384775  8090440  1127831 12810393
  1016800  1122358   940947   976199   990797 12301405  5587656  1004906
  1056509   866878  5590613 12301839  1070702   835098   892531   846823
  1006878   946995   832678 12349795  8291322  1135476  1002850  6602697
  1002771  9836106   891961  1115175   897954   860299   961979   890695
   835530  1115576   999198  1042438   999250  1041796   970747  9835509
 12301100   874972   944534   908318]"
658,"[ 1029743   844179  1068719  1122358  1022254   986912   866211  1132771
   885290  1087102  1044078   901062  8090537   971922   863447  1105488
  1081177  1070702  1127179   866755   953561  1131344  1008547  5568197
   846823   835098  9835509  1133254   866871   823704 12301109  6602697
   896613   910673  1042438   845307  1127758  1018740   832678  1126899
  1040807   871611   921504   819978  1028995  1006184  1023720   996070
  1046587  1055504 12301073  9836106  1074333  5568378   908318   972143
   948670   944534  1000753  1101010   883003   836445  1127831  9245106
  1051211   857006   998444 12262978   976199  1098248   941361  1094308
   933637   871756  6534077  1131488  1024306  1083787  1056509   839419
   947858   857503   948650  5569845  1043751  1070845 13189726   993638
  1025611   878996  1055503   865456  1135222  1093413   999858  1138443
 12301100   965267   885863   935317]"
659,"[  844179   925862  1104349  1044078  8090521  1079987   944534   863447
  1067695 12810393  1051211  1112238   985999   861279   865174  1126899
  1106523   963835   986912  1121393  1037840   899624   828106  5568378
  1128240   897954 12302069   825343  1004906 12301109   880150   916122
  1020581  8090537   866211  1055425  1023720   883932  5569327   878285
   825749  7442008  6534077   865528   866878   946995  1135258  9835509
   835530  1137775  1022428  1002771   874972  1102067 12301100  1115576
   917816   848029   960732  5569230  8090536  8090509  1125278  1097001
  6602697   996028 12810422   823721  8090532   823990 12811532   934639
  1043787 10149640  1055503  1070272  8090545   999858   847573 12731714
   952163  1137346 12301839   912704   956486   944836  1056509   892573
  1076056   871756  6602729 12301405   948650  1103105   961979 12301073
   850102 12349795 12731436  9836106]"
660,"[  916122  1126899   965766  1122358  1043787   971922   832678  5568447
   982790  1042544   953561  1098844   976199  1029743   872137   986912
  1132771   866211  8090537  1127831   999104   909714   844179  1137775
   993638  9835509 12301109   897954   919423   907631  5569471   890695
   883932  8090532   896862   856252  5591170   934399   912704  1058404
   999858  1051211   823721  5591083   829291   906838   957951   957736
  9527159 12301073   902172  1023720  9553397   865174  1029894  9553288
  5568378   904129   887474  1121393  1042942  1012587   933835   854852
   983584   834826   885290  5568729  1115576 10149640  1087102   878996
   891961  1062128  1027168  1075214  1138443   883003   896085  1009187
   835098   935317  1136719   835973   999714  1072799  7139529  1128016
   921504   866755   825365   944836  1135834  1070845   990797  8090521
  1131488   827656  7441210  1100972]"
661,"[12301100 12262778   986912  5569230   899624  1044078 12262978  1138292
  1070272   947858  1082185  1081177  1070702  1059902   916122   883932
 12301109   934639   902172  1068292   835300   910032  8065410   832678
 10149640   999104 12262830  1000753   999714   874972   879504   906838
   861279   961979   970747  1119761  1110218  1025535  1046545  6442594
   952163  1004906  1037840   862799  8203834  1122358   983584   866211
   893018   917816   999858  5585510   957063  9836106   993638   844179
   965766  1076056  5568378   968072   895295   998206  1009187 12301839
   871756   999779   824758 12810391   849202   909268  7139529 12263692
   897954  1008547  1123022   926905   902094  5590613   934399  1013928
  1021324  5569327  1038663   823990  9707240   835973   823775  1053754
   865456  1135258   948086  1051211  1051323   952972  1040807   823721
   907099   985999   859191 12302069]"
662,"[ 1070272  1029743  1106523   983584   913210  1027168  1103105   893018
   907631   850102  6514160  1042438  5569230   916122  8090521  8090537
  1138292 12302069   966684  1083446  1074754   957736  1137346  8020001
  1070820   919534   862799   899624  1037840  1043494  1029894  1067695
  6534480  1112238   861279   919423  8090539  8090532  1051211   838186
   965766   906838   897954 12648296  1042544   829291  6534035  8090509
   834117   985999  1004906  1085983  6442594  5569845   999858   969568
   835973   902094  1127831   839656   859154  8090545  1119761   944139
   982790   944836   998206   844179   947201  5568378  1022428   949294
  1076056  6534077  9296919  5568489  9677236 12301405  1020581  1044759
  1058404 12810393   902172   910032  1055425   946839  1009187  1100972
  7442008 13506200  1123022 12384775  1021324  1044078  1021116  5569327
  1102067   990797   874972   829001]"
663,"[ 1082185  5569230  1029743  1106523  1068719   866211   940947  8090521
  8090537  1127831   919423   836445  1042438  8090539  1006184  7442008
  5570383   834117   878996  8090509  1042544  1013928  5569845  1137346
  1076056  6534077   857006  1133254   839419   998206  1020581   965267
   860299  6548453  1037840  1075368  1044078   885863  5590613  1004906
  1068292 10149640   999714  1021116  1098248 12302069   946839   941361
   906838  1021324  5585510   925862  1025535  1022428   906923  1067695
   896613 12301100   835278   902172  6514160   830503  9707240  5587656
   854405  6534480   865456   866871   957951   850102   957736   913210
  5568489   930118  6534035  1099089  1029894   996070  1097001  1083446
   995628  1062002   871061  1105488  8293447  5569374   838186  1059902
   969568  1041796  1025581  1008547   935317  9527159  1050851  5582712
   880150  8273833  8090545  1012587]"
665,"[ 986912 1082185 1029743  866211 1038985  935317 1131344 5585510  850102
 1042942  906838  993638  848029 1023720  871756 1025611  819978  878996
  839419  965267 1070820 1022254 1106523  983584  895295 1076056  957063
  847573 1043751  957736 1025581  957951  996070  941361 1083787  865174
  823990 8090537 1135834 5569374  933637  823704 1018007  909268  940947
 8177622  896085 8090532 5569471 1137775 5590613  885290 5587656  947858
 1006184 1044078  857006  913210 1127758  899624 1110218 1051323 1093413
  930118 1018740 1081177  844179 1074333  854852  871061  846823  834117
 1044759  885863  866871  999779 1013928 1055504 8020001 1022428  845307
  836445 1059902 1101010 1040807  963971 8090541  999714 1127179 1008547
 1068292 1099089  910673 1038663 1025535  854405  904129 1094308 1012587
 1122358]"
666,"[  844179  1106523   957063 12301109  6034857   916122  1044078   995965
   892314   985999  1041796  1050851  1072523   972143   917816   848029
 12301405   904997  1029743   986912   848319  1068719   940947   897954
   831628  1074754  1068292   910032   825365  8273833   999198  1123022
   859427 12301839   952163 12349795  1119761 12384775   834117  1020581
 12301100  5585510  6463742   934639   835300 12810393   999858   956486
   823990  1004906   863447   880150 13506200   866355  5981072   874972
  5591170   902094   871756   933835   908318  1000237   819308  1128240
  1006184  1040807 12301073 12810422   933067   999779  1070702 12302069
   999270  1113111   961979   829852  1135258   825994  7441210   951412
   909268   847573   825749 12262778   895166  9835903   835530  8293447
   995478   925862  8203834 12811532  5585701  1101706   866878   952972
   819978   866211  5569230   970747]"
667,"[12301100  1130858  1022254 12946027  1105917  1068719   836445 12301109
  9835903   871756  1004906   880150  1044078  1127758  1104343   844179
  8065410   852856   831628   908318   910673  1016800   989069  1072523
   906838  1042907  8291322 12384775  1123842  6464086  1099089   930118
   965267  1029894  1106523  1029743   854852  1051516   899624   986912
   933067   863447   846823   913210   904129   839419   999270  1025611
   952163   823704   944534   937292   999858   834117  1023720   854405
   871061  1131438   981086   819308   961979   957951  6534077   957736
  8203834  1119761  1055503  1013928  7139529   948650   865528  9245106
   995896   825749   993638   930666  1068292   895166  1131344  1113111
  1025535   896862   892573  5591083   934639   893018  1075214   956486
   843464   871611   834826   894439   825343  9527159  1128240   892314
  1012587   919423 12302069   948670]"
668,"[ 5569471  6533608  1126899  1022254  1068719   848319   844179   995965
  6034857  5569230  1104343  8090537   940947   871756   859427   878996
  8090536  1101706  5981072   948650  1006184  6533936  1135258 10344585
  8177622  1092588  1106523   872137  1070820  5592888   995478   952163
  1070702  1093413  8090545 12263692  1048257   916993  1042438   999779
  1041796  5568378   901776   961979   825365  6463742  6534035   951412
  1009187   944139   901666  5585510  8090539   909268   980823  1027168
  5567702  1127179   829852  1048507  1115576   892314  1105917  5568249
  8090509  5569845   852856  5570383   916122  8293447  1055504   854852
   866871   863447  1105488  1000237  8090513   901062  6533362  8273833
  9245106  1098248   944534  8090541   938300  1004906 12301109  6534030
   976199  1023720   823990   874972  1000753  1022097   831628  9935616
  8090532  1044078  5569374  8090521]"
669,"[1082185 1126899  909714  880427 5568729 1104343  971922  878996 1098844
  951412  854754 6391381  940947  866871 1018740 1098248  916122 1051516
 1046756 1092303 6034857  854852  995965  901062 1055504 1051468 1062128
  866211  999104 1105488 1026118  986912 1127831 1000237  965842 1062002
 1043751 1024306  882247 1057102  854405  857503  835098 1121393  921504
  859427 1076056 5569845  892314  887102  998119 1119405  825994  944137
 1112238  835300 9242918 1080853 1135258 1127179  857006  995478  930118
  996070  906923  933637  965267 1135476  860299 7024990  865174 1023720
 6548453 8203834  938300 9553397 6602729 1071342  883003 1048257 1005274
 1087102 1009187 6602697  901666 5578547 5585510  885863  903800  993638
  909268  999250  991223 1125278  892531 1081177 5582712  961979 8090440
 1101706]"
670,"[  971922  1128016   885863  1022097  1029743   857503   848319  1022254
   901062  8090521   897954  1050851  1004906   909714   866211  1062002
   916122  1104343   933835  9835509  1137775   883003  1127831  8090537
  1092303   995965   896613   871611   871756   846823  1018740   909268
   878996  1024306   839656   985999   852856   859191   882247  1006184
   946839   839419   845307   999714  1042438  1043751  1101706  5578547
 12262778   874972   921504   866755   952163  1023720  7024990   933637
  1070820   872137   899624   951412  5568378   866355  6548453  1127179
   930118   865456   861279  1087102   823704  1132771   880427  7139529
   944137  6463742  5591170   935317  1070845   827656  1138443   999858
  8090532  1123022   998119  9296919  1057102   892314   907631   882604
   944836   906923   866871   835278  1028995  1025611  6602697  1051323
   995896   854405  1000753  8090509]"
671,"[ 1018007  1074754  1029743  1056509  8090521   957951   899624  1044078
   916122   944139   883932   910032   999270   871756   844179  5569230
   897954  5569327  1069003  5585510  5568378  5591083  1128016   849202
  1123842   893018  1097001   989069  1059902   823990  1042907   982790
  1134810   823704  1068292  1137346   998119   865528   902172  1053754
   856827   965267  1020581  1046545  1135222  1126899  1037840  1004906
  1075368   854852  1122358  1068719  6034857   933835   999714   829001
   949965  7442008  7441210   907631  1027168   830503   825365   865456
  1038663  6534480  1133254   952163   857006   931255   933067  1012587
   823721  1115175   997796  9836106  1130858   859191   866871  1051323
   925862  1074333   892531  5591170   865174 12810393   934639   926905
   999104   937292   963971 12302069   985999  5568729 12301109  8065410
   957063 12301100  1006184 12301839]"
672,"[ 1029743  5568378   899624   983584  1122358   976199 12302069  8090537
  8090532   916993   896085  1044078   866211 12810393  1127831   878996
   835098   839419   865456  5569230   999858  1128240   861279  9245106
  1012587  6534077  1121393   949294   874972  1123842  1070272 12810391
  1048507   995896   965267  1046545  6442594  1126899  1037840  1075368
   862799  8020001  1000753  1094308   823704   944534   825343  8090509
  8065410   844179  8090521  1056509   916122   857503   989069  6463775
  1051211  1131488  1024306   896613  8090545   865174  1081177   952972
  1020581  1042907   848029  5569327  8291322   941361  1070702  1044759
  5590613  5587656 12301109   893018  5569471   854405   948670 12301100
   871061  9836106  1099089  1008547   871611   937292  6034857 10149640
   930666   896862   850102  1042942   982790  6534035   904129  5569845
   993638   866871  1014948  8090536]"
673,"[  836445   925862  1029743  1106523  1082185  1068719   916122   844179
   866211   878996  1100972  1025611   999104   866871   965267   854852
   983584  9242918  1122358   899624   871756   960732  1062002   934399
  1053754   906923  1068292   952163  5585510  1050851   854405 12301109
   823704  1004906   999858   865456   897954   901062   857006  1105488
  1127831  1044078   930118   985999   835278  1023720   839419  1044759
   946839  1098248  1012587  1127758  1137346  5569374 12301100  1006184
  1076056   940947   944534   995628  1051323  1024306  1016800  1025535
  1133254  8273833   933637  1081177   941361   996070  5587656   926905
  1079987  1099089 12302069   901666   996028  5590613  9553397   957736
  1006878  8291322  8090537   909714   972143   902172  1055504 12301073
  5582712  1082212   948086 12301839  5568489  1046545   827656   838186
   896613   910673  1014948  1046587]"
674,"[ 1029743   863447   865456  1122358  1004906  1043494   908318   956486
  1081177  1044078  1068719 12946027   871061  5568378  5569327  1105488
  1046587  7168026   878996  1133254   930118   986912   866211  1025611
   871756  5585510   993638   883003  1006184  1127831   937292   836445
   957063  1071342  1138443  1131344  1068292  1042438   968072   854405
   972143   829001  1012587  1072968 12301405   934639   838186  9836106
  1083787 12384775   839419  5569230  6602697  1127758 12262778   874972
  1013167   825994  5569845  1112238   841220  1053754   866755   856827
   965267   865174  1023720   952163  1022254  1009187  1074333   892531
   998119   990797 12301839  5591170  5568197   907631   902172  1002850
   859154  7139529   944534   832678  5568729   885290   940947   893018
   995965  9527159   844179   999779   865528  1051323  1050851  1000753
  1070702   846823  1135222   910673]"
675,"[ 1106523   965766 12301100  9836106   919423  1022254  1004906  1059902
  1121384   910673  1044078  1068719   844179   986912  1097001  8090536
  8090537   925862  1067695   835973 10149640  1127758   893018   896862
  1000753  6514160   908318  9245106  1002850   944534   902172  1099089
  1013167  1070702   998206   956486   878285   997796   965267  6034857
  5563693  1135222  8273833   952163   972143   880150 12301109 12302069
   823704  1025611   836445  1041796   871756  8090521 12301073   834117
   933067  1093413   857006  1138443   871061   935317 12946027   863447
  1006878  6534077   874972  6602697 12811532  1068292   960732  1020581
   856827   846823  1046587  1013928 12810393 12262978   999858  8293447
 12301839   841220   895166  1127716  1133254   885290   913210  1085983
   832678   948670   934639  1082212   859427  1042438  1103105   957736
  1029894  9835509  1055503  1042544]"
676,"[ 1106523   986912   866211   999270   850102  1051211   999779   899624
  1013928   865456   965766   957951  5569230  1044078  8065410  1070702
  5568378  1081177  1038663   871756   907631   832678   937292   926905
  1016800   854405   917033   845307   823704   861279  1068719  1004906
   983584   940947   990797  1041796 12810393  1043751  1051323   968072
   910032   908318   893018  5568729   863447   838186  1127831  1042438
   989069   949965  6464086  1012587  5569845   865528   921504  5569374
  1123842  7139529  1131438  1018740   823990   874972   883932   848029
  1042907   993638  1000753   839419   859154   904129   847573 12263692
   995896  1046545   952163  1101010  1020581   933835   896862   951197
  1099089  1025535   890695  1132771   834117   947858 12262778  9836106
 12810391 12301100  1083787  1074754   998206   944534  1042544   999714
   948650   885863  5569471   935317]"
680,"[  899624   854852  8090521  1051211  8090513  1004906 12301109   859427
   844179  6034857   901062  1068719   916122  1055504  1044078  1122358
  1127831   913210  8090536   871756  8065410   832678  5585510 12810393
  1042438   880150  1105488  5569230  1081177   878996   948670 12810422
 10344585  1024306   866211 12301839   999858  9245106   999270   841220
  5569374  6534480   838186   823704  8177622   952972  8020001   954966
  1055503   965267  1106523   862799  1023720   976199  5569471   910032
   857503  6533362  1100972 12811532  1006184 12301100  6442594  1098248
  1056509  1115175  9553288   834117  6463775   883932   835098  6533936
   824758  8090537   865528 12301405  8090509  9835509   952163   944534
  8090532 12301073  5569845   999104   865456  6534030  5568249   933067
   957736  1000753   998119  1046545   892531   989069  6534077  1131488
   934399   866871   999198   852856]"
681,"[  882604  1027168   909714   856252   902094   890695   850102  5568378
  1029743  1126899  1041796   883932   866211   865456   916122   907631
  1016800  1076056   917816   841220   892531   908318   878996   902172
   998119  1102067   852856   861279   960732 12301405  1022428  1110218
   906923   986912   854852   963835   983584  1100972  1006184  1115175
   926905   825994   846417  1012587  9296919   990797   823721 12301839
  8090521  1135222  5568729   856827   857006  1023720   982790   829001
   946839  1112238   897954  7441210  7168026  1035676 12262778   847573
  1043494  7442008  1123022   865174  5569327  5592888  1105488   985999
  6552253  1074754  5591170   944534  1069003  1042438   859191  1128016
   880150   859154   999714  1072968  8090537   948650   844179   885290
   874972  1022097   910032   865528   993638  1002771  1127831   912704
  1133254  1050851  1137346   999198]"
684,"[ 1106523   965766   844179   866211  8273833  1042544   910032  1012587
   871756   917816  1072523   854405  1103105  1043494  9835903   897954
   893018   961979   902172  6534077 12349795  1081177   825365  1074754
   930666  1050851   983584   986912  1037840   904129   916122   907631
   999270 12301100  9553397   910673  1131438  1085983   910473  5569845
   829291  5569327   933067  6034857  1119761   946839   839656   906923
  9553288  1044078 12301405 12810393   990797   834117   887474 12301109
   982790  1123022   896862  1072799  1125278  9527159 12811532   878996
  8090537   999250  1026118   947201   890695   954966   831628  8090440
  9677236  1016800  1075214  9836106   930118  1105488  1067695   908283
  1051468  1013928   925862  1133254  1105301   825749  1070272  1004906
   956486 12384775   952163  7441210   999858  1027168  6442594   993638
   835530  1082212   940947 12302069]"
685,"[ 1044078   916122   880150  1106523  1119761   866211  1004906   899624
   844179   863447   952972   848029   847573   989069   857503 12811532
  1101010  1006184  1050851   835098   910032 12810393   999270   948650
   861279   896862  1040807 12301839   933067  1038985  1043751  1132771
  1070702   940947   825749 12810422  1051323   897954   934639   850102
   909268   908318   819978  1068292   835300   831628 13506200  1000753
  1113111  1131438  1123842   823990 12301405  1018740   828106   885863
   985999   999714  5981072   904997   904129  1124432 12263692  1020581
   952163   986912 12262778   865174 13189726  1135834   852856  1135258
  1074333  1056509  5591170  1022097   835530  1070272  1128240  1076056
   956486  6463742  5585510   930666   944534  5569230   946839   993638
   825343  1027168   937292  1137775  1042907   865528   874972 12301109
   917816 12384775 12349795   933835]"
687,"[ 1106523  1029743   844179  5569230   896613  6514160  8090521   965766
   866211   834117  1102067 12810393   871611   907631  1044078  6534035
  1051211   916122   949965 12811532   971922   880150   913210  1056509
  1081177  5568729  1127831  8090537   825343   848029   999858  1130375
   968072   899624  1004906   838186  8090509   966684  1087102   936355
   823704   948650   828106 12302069  5569845  1071342  1112238  1013167
   831628  9833277  1020581  1070820  1068719   952163  9835509   985999
   825994  8291322   835098  1103105   947201  1055503  8020001   854405
  5568378   832678   883003   990797   824180  1119761  1029894   863447
   865456   944836   957736   944534   965267  1128240   861279   823990
   989069  1072523   902172   982469 12301100  1002850  1075214  6534480
   860299  1043751  1042438   919423  1083446   827656  1055425   885863
  1046545   897954   925862  1009187]"
690,"[ 1044078  1037840   844179  1029743   896085   835098   823990  1106523
  1068719   979707  1132771   899624   865456   934639  1137775  1038663
  8090440  1043751   849202   871756   896613   933835  1004906   854852
   883003  1041796  5569230  1075368  1101010  8090521   986912  8090537
   965766   999779  1065538  1051323  8090509  1000753   880150   999270
   863447 12810393   871611   933067   902172  5569845 12810391  1018740
   835300   823704   957951   878285  1012587  9553397  1046545  1020581
   965267   952163  1026118  1056509  5568729  1070702   885863  1042544
   999250 12302069   961979   947858  1068292   828106  1024306   925862
   825343  5585510   823721  1081177   893018  1034176   998444  1087102
 12262978   819978   883932   896862   895295   999858   832678  1028995
   916122   895166  1040807  1128240   993638   999714   998119   845307
  6034857  1025535   921504   940947]"
